anc.pop	admx.pop	sex	proportion	norm.proportion	bootstrap
European	PEL	f	0	0	965
African	PEL	f	0.028	0.0267175572519084	965
Native_American	PEL	m	0.268	0.281512605042017	965
European	PEL	m	0.208	0.218487394957983	965
African	PEL	m	0	0	965
Native_American	PUR	f	0.132	0.148314606741573	965
European	PUR	f	0.234	0.262921348314607	965
African	PUR	f	0.079	0.0887640449438202	965
Native_American	PUR	m	0	0	965
European	PUR	m	0.5	0.45045045045045	965
African	PUR	m	0.055	0.0495495495495495	965
Native_American	ACB	f	0.002	0.00199203187250996	966
European	ACB	f	0	0	966
African	ACB	f	0.5	0.49800796812749	966
Native_American	ACB	m	0	0	966
European	ACB	m	0.119	0.119718309859155	966
African	ACB	m	0.378	0.380281690140845	966
Native_American	ASW	f	0.006	0.00601202404809619	966
European	ASW	f	0.031	0.031062124248497	966
African	ASW	f	0.462	0.462925851703407	966
Native_American	ASW	m	0.041	0.0409181636726547	966
European	ASW	m	0.177	0.176646706586826	966
African	ASW	m	0.283	0.282435129740519	966
Native_American	CLM	f	0.261	0.271875	966
European	CLM	f	0.173	0.180208333333333	966
African	CLM	f	0.046	0.0479166666666667	966
Native_American	CLM	m	0	0	966
European	CLM	m	0.5	0.480769230769231	966
African	CLM	m	0.02	0.0192307692307692	966
Native_American	MXL	f	0.437	0.437	966
European	MXL	f	0.059	0.059	966
African	MXL	f	0.004	0.004	966
Native_American	MXL	m	0.038	0.038	966
European	MXL	m	0.425	0.425	966
African	MXL	m	0.037	0.037	966
Native_American	PEL	f	0.5	0.470809792843691	966
European	PEL	f	0	0	966
African	PEL	f	0.031	0.0291902071563089	966
Native_American	PEL	m	0.261	0.278251599147122	966
European	PEL	m	0.208	0.221748400852878	966
African	PEL	m	0	0	966
Native_American	PUR	f	0.13	0.134020618556701	966
European	PUR	f	0.239	0.24639175257732	966
African	PUR	f	0.116	0.119587628865979	966
Native_American	PUR	m	0	0	966
European	PUR	m	0.5	0.486381322957198	966
African	PUR	m	0.014	0.0136186770428016	966
Native_American	ACB	f	0.003	0.00298210735586481	967
European	ACB	f	0	0	967
African	ACB	f	0.5	0.497017892644135	967
Native_American	ACB	m	0	0	967
European	ACB	m	0.133	0.133802816901408	967
African	ACB	m	0.364	0.366197183098592	967
Native_American	ASW	f	0.027	0.0292841648590022	967
European	ASW	f	0.052	0.0563991323210412	967
African	ASW	f	0.382	0.414316702819957	967
Native_American	ASW	m	0	0	967
European	ASW	m	0.154	0.142857142857143	967
African	ASW	m	0.385	0.357142857142857	967
Native_American	CLM	f	0.26	0.311004784688995	967
European	CLM	f	0.136	0.162679425837321	967
African	CLM	f	0.022	0.0263157894736842	967
Native_American	CLM	m	0	0	967
European	CLM	m	0.5	0.429553264604811	967
African	CLM	m	0.082	0.070446735395189	967
Native_American	MXL	f	0.406	0.407630522088353	967
European	MXL	f	0.079	0.0793172690763052	967
African	MXL	f	0.013	0.0130522088353414	967
Native_American	MXL	m	0.074	0.073558648111332	967
European	MXL	m	0.398	0.395626242544732	967
African	MXL	m	0.031	0.0308151093439364	967
Native_American	PEL	f	0.497	0.481589147286822	967
European	PEL	f	0	0	967
African	PEL	f	0.019	0.0184108527131783	967
Native_American	PEL	m	0.289	0.298553719008264	967
European	PEL	m	0.195	0.201446280991736	967
African	PEL	m	0	0	967
Native_American	PUR	f	0.129	0.131901840490798	967
European	PUR	f	0.238	0.243353783231084	967
African	PUR	f	0.122	0.124744376278119	967
Native_American	PUR	m	0	0	967
European	PUR	m	0.5	0.489236790606654	967
African	PUR	m	0.011	0.0107632093933464	967
Native_American	ACB	f	0.004	0.00396825396825397	968
European	ACB	f	0	0	968
African	ACB	f	0.5	0.496031746031746	968
Native_American	ACB	m	0.001	0.00100806451612903	968
European	ACB	m	0.132	0.133064516129032	968
African	ACB	m	0.363	0.365927419354839	968
Native_American	ASW	f	0.042	0.0423387096774194	968
European	ASW	f	0.056	0.0564516129032258	968
African	ASW	f	0.398	0.401209677419355	968
Native_American	ASW	m	0	0	968
European	ASW	m	0.134	0.132673267326733	968
African	ASW	m	0.371	0.367326732673267	968
Native_American	CLM	f	0.237	0.255939524838013	968
European	CLM	f	0.184	0.198704103671706	968
African	CLM	f	0.042	0.0453563714902808	968
Native_American	CLM	m	0	0	968
European	CLM	m	0.5	0.466417910447761	968
African	CLM	m	0.036	0.0335820895522388	968
Native_American	MXL	f	0.465	0.483367983367983	968
European	MXL	f	0	0	968
African	MXL	f	0.016	0.0166320166320166	968
Native_American	MXL	m	0	0	968
European	MXL	m	0.492	0.474903474903475	968
African	MXL	m	0.026	0.0250965250965251	968
Native_American	PEL	f	0.465	0.478395061728395	968
European	PEL	f	0	0	968
African	PEL	f	0.021	0.0216049382716049	968
Native_American	PEL	m	0.334	0.324902723735409	968
European	PEL	m	0.18	0.175097276264591	968
African	PEL	m	0	0	968
Native_American	PUR	f	0.127	0.135683760683761	968
European	PUR	f	0.228	0.243589743589744	968
African	PUR	f	0.113	0.120726495726496	968
Native_American	PUR	m	0	0	968
European	PUR	m	0.5	0.469924812030075	968
African	PUR	m	0.032	0.0300751879699248	968
Native_American	ACB	f	0.002	0.00199203187250996	969
European	ACB	f	0	0	969
African	ACB	f	0.5	0.49800796812749	969
Native_American	ACB	m	0.002	0.00200803212851406	969
European	ACB	m	0.141	0.141566265060241	969
African	ACB	m	0.355	0.356425702811245	969
Native_American	ASW	f	0.016	0.0159045725646123	969
European	ASW	f	0	0	969
African	ASW	f	0.487	0.484095427435388	969
Native_American	ASW	m	0.025	0.0251004016064257	969
European	ASW	m	0.211	0.211847389558233	969
African	ASW	m	0.262	0.263052208835341	969
Native_American	CLM	f	0.252	0.2625	969
European	CLM	f	0.168	0.175	969
African	CLM	f	0.06	0.0625	969
Native_American	CLM	m	0	0	969
European	CLM	m	0.5	0.480769230769231	969
African	CLM	m	0.02	0.0192307692307692	969
Native_American	MXL	f	0.453	0.462244897959184	969
European	MXL	f	0.037	0.0377551020408163	969
African	MXL	f	0	0	969
Native_American	MXL	m	0	0	969
European	MXL	m	0.466	0.456862745098039	969
African	MXL	m	0.044	0.0431372549019608	969
Native_American	PEL	f	0.491	0.471209213051823	969
European	PEL	f	0	0	969
African	PEL	f	0.03	0.0287907869481766	969
Native_American	PEL	m	0.274	0.285416666666667	969
European	PEL	m	0.191	0.198958333333333	969
African	PEL	m	0.015	0.015625	969
Native_American	PUR	f	0.126	0.128048780487805	969
European	PUR	f	0.243	0.246951219512195	969
African	PUR	f	0.123	0.125	969
Native_American	PUR	m	0	0	969
European	PUR	m	0.5	0.492125984251969	969
African	PUR	m	0.008	0.0078740157480315	969
Native_American	ACB	f	0.002	0.00199203187250996	970
European	ACB	f	0	0	970
African	ACB	f	0.5	0.49800796812749	970
Native_American	ACB	m	0	0	970
European	ACB	m	0.126	0.12625250501002	970
African	ACB	m	0.373	0.37374749498998	970
Native_American	ASW	f	0.03	0.0298804780876494	970
European	ASW	f	0.058	0.0577689243027888	970
African	ASW	f	0.414	0.412350597609562	970
Native_American	ASW	m	0.039	0.0391566265060241	970
European	ASW	m	0.148	0.14859437751004	970
African	ASW	m	0.311	0.312248995983936	970
Native_American	CLM	f	0.258	0.273305084745763	970
European	CLM	f	0.161	0.170550847457627	970
African	CLM	f	0.053	0.0561440677966102	970
Native_American	CLM	m	0	0	970
European	CLM	m	0.5	0.47438330170778	970
African	CLM	m	0.027	0.0256166982922201	970
Native_American	MXL	f	0.452	0.465979381443299	970
European	MXL	f	0.007	0.00721649484536082	970
African	MXL	f	0.026	0.0268041237113402	970
Native_American	MXL	m	0	0	970
European	MXL	m	0.5	0.485436893203884	970
African	MXL	m	0.015	0.0145631067961165	970
Native_American	PEL	f	0.5	0.471698113207547	970
European	PEL	f	0	0	970
African	PEL	f	0.03	0.0283018867924528	970
Native_American	PEL	m	0.259	0.274946921443737	970
European	PEL	m	0.212	0.225053078556263	970
African	PEL	m	0	0	970
Native_American	PUR	f	0.131	0.139957264957265	970
European	PUR	f	0.24	0.256410256410256	970
African	PUR	f	0.097	0.103632478632479	970
Native_American	PUR	m	0	0	970
European	PUR	m	0.5	0.469924812030075	970
African	PUR	m	0.032	0.0300751879699248	970
Native_American	ACB	f	0.002	0.00199203187250996	971
European	ACB	f	0	0	971
African	ACB	f	0.5	0.49800796812749	971
Native_American	ACB	m	0	0	971
European	ACB	m	0.125	0.125502008032129	971
African	ACB	m	0.373	0.374497991967871	971
Native_American	ASW	f	0.014	0.0140280561122244	971
European	ASW	f	0.025	0.0250501002004008	971
African	ASW	f	0.46	0.460921843687375	971
Native_American	ASW	m	0.008	0.00798403193612774	971
European	ASW	m	0.173	0.172654690618762	971
African	ASW	m	0.32	0.31936127744511	971
Native_American	CLM	f	0.267	0.277546777546778	971
European	CLM	f	0.156	0.162162162162162	971
African	CLM	f	0.058	0.0602910602910603	971
Native_American	CLM	m	0	0	971
European	CLM	m	0.5	0.481695568400771	971
African	CLM	m	0.019	0.0183044315992293	971
Native_American	MXL	f	0.454	0.454909819639279	971
European	MXL	f	0.031	0.031062124248497	971
African	MXL	f	0.014	0.0140280561122244	971
Native_American	MXL	m	0.008	0.00798403193612774	971
European	MXL	m	0.464	0.463073852295409	971
African	MXL	m	0.029	0.0289421157684631	971
Native_American	PEL	f	0.5	0.476190476190476	971
European	PEL	f	0	0	971
African	PEL	f	0.025	0.0238095238095238	971
Native_American	PEL	m	0.264	0.277894736842105	971
European	PEL	m	0.206	0.216842105263158	971
African	PEL	m	0.005	0.00526315789473684	971
Native_American	PUR	f	0.131	0.145555555555556	971
European	PUR	f	0.226	0.251111111111111	971
African	PUR	f	0.093	0.103333333333333	971
Native_American	PUR	m	0	0	971
European	PUR	m	0.5	0.454545454545455	971
African	PUR	m	0.05	0.0454545454545455	971
Native_American	ACB	f	0.003	0.00298210735586481	972
European	ACB	f	0	0	972
African	ACB	f	0.5	0.497017892644135	972
Native_American	ACB	m	0	0	972
European	ACB	m	0.123	0.123493975903614	972
African	ACB	m	0.375	0.376506024096386	972
Native_American	ASW	f	0.037	0.0383022774327122	972
European	ASW	f	0.023	0.0238095238095238	972
African	ASW	f	0.423	0.437888198757764	972
Native_American	ASW	m	0	0	972
European	ASW	m	0.171	0.165057915057915	972
African	ASW	m	0.347	0.334942084942085	972
Native_American	CLM	f	0.268	0.277432712215321	972
European	CLM	f	0.161	0.166666666666667	972
African	CLM	f	0.054	0.0559006211180124	972
Native_American	CLM	m	0	0	972
European	CLM	m	0.5	0.483558994197292	972
African	CLM	m	0.017	0.0164410058027079	972
Native_American	MXL	f	0.422	0.422845691382766	972
European	MXL	f	0.054	0.0541082164328657	972
African	MXL	f	0.023	0.0230460921843687	972
Native_American	MXL	m	0.042	0.0419161676646707	972
European	MXL	m	0.436	0.435129740518962	972
African	MXL	m	0.023	0.0229540918163673	972
Native_American	PEL	f	0.5	0.471698113207547	972
European	PEL	f	0	0	972
African	PEL	f	0.03	0.0283018867924528	972
Native_American	PEL	m	0.24	0.254777070063694	972
European	PEL	m	0.231	0.245222929936306	972
African	PEL	m	0	0	972
Native_American	PUR	f	0.132	0.145374449339207	972
European	PUR	f	0.227	0.25	972
African	PUR	f	0.095	0.104625550660793	972
Native_American	PUR	m	0	0	972
European	PUR	m	0.5	0.457875457875458	972
African	PUR	m	0.046	0.0421245421245421	972
Native_American	ACB	f	0.002	0.00199203187250996	973
European	ACB	f	0	0	973
African	ACB	f	0.5	0.49800796812749	973
Native_American	ACB	m	0	0	973
European	ACB	m	0.123	0.123493975903614	973
African	ACB	m	0.375	0.376506024096386	973
Native_American	ASW	f	0.022	0.022	973
European	ASW	f	0.032	0.032	973
African	ASW	f	0.446	0.446	973
Native_American	ASW	m	0.026	0.026	973
European	ASW	m	0.178	0.178	973
African	ASW	m	0.296	0.296	973
Native_American	CLM	f	0.243	0.26528384279476	973
European	CLM	f	0.183	0.199781659388646	973
African	CLM	f	0.032	0.0349344978165939	973
Native_American	CLM	m	0	0	973
European	CLM	m	0.5	0.461254612546125	973
African	CLM	m	0.042	0.0387453874538745	973
Native_American	MXL	f	0.477	0.488729508196721	973
European	MXL	f	0	0	973
African	MXL	f	0.011	0.0112704918032787	973
Native_American	MXL	m	0	0	973
European	MXL	m	0.477	0.4658203125	973
African	MXL	m	0.035	0.0341796875	973
Native_American	PEL	f	0.5	0.487329434697856	973
European	PEL	f	0	0	973
African	PEL	f	0.013	0.0126705653021443	973
Native_American	PEL	m	0.256	0.262295081967213	973
European	PEL	m	0.211	0.216188524590164	973
African	PEL	m	0.021	0.021516393442623	973
Native_American	PUR	f	0.127	0.144318181818182	973
European	PUR	f	0.225	0.255681818181818	973
African	PUR	f	0.088	0.1	973
Native_American	PUR	m	0	0	973
European	PUR	m	0.5	0.446428571428571	973
African	PUR	m	0.06	0.0535714285714286	973
Native_American	ACB	f	0.002	0.00203665987780041	974
European	ACB	f	0.012	0.0122199592668024	974
African	ACB	f	0.477	0.485743380855397	974
Native_American	ACB	m	0	0	974
European	ACB	m	0.106	0.104125736738703	974
African	ACB	m	0.403	0.395874263261297	974
Native_American	ASW	f	0	0	974
European	ASW	f	0.03	0.0297029702970297	974
African	ASW	f	0.475	0.47029702970297	974
Native_American	ASW	m	0.029	0.0292929292929293	974
European	ASW	m	0.182	0.183838383838384	974
African	ASW	m	0.284	0.286868686868687	974
Native_American	CLM	f	0.262	0.269547325102881	974
European	CLM	f	0.16	0.164609053497942	974
African	CLM	f	0.064	0.065843621399177	974
Native_American	CLM	m	0	0	974
European	CLM	m	0.5	0.487329434697856	974
African	CLM	m	0.013	0.0126705653021443	974
Native_American	MXL	f	0.426	0.454157782515991	974
European	MXL	f	0.027	0.0287846481876333	974
African	MXL	f	0.016	0.0170575692963753	974
Native_American	MXL	m	0	0	974
European	MXL	m	0.5	0.470809792843691	974
African	MXL	m	0.031	0.0291902071563089	974
Native_American	PEL	f	0.5	0.491159135559921	974
European	PEL	f	0	0	974
African	PEL	f	0.009	0.00884086444007859	974
Native_American	PEL	m	0.251	0.255600814663951	974
European	PEL	m	0.213	0.216904276985743	974
African	PEL	m	0.027	0.0274949083503055	974
Native_American	PUR	f	0.134	0.143776824034335	974
European	PUR	f	0.236	0.253218884120172	974
African	PUR	f	0.096	0.103004291845494	974
Native_American	PUR	m	0	0	974
European	PUR	m	0.49	0.457943925233645	974
African	PUR	m	0.045	0.0420560747663551	974
Native_American	ACB	f	0.003	0.00298210735586481	975
European	ACB	f	0	0	975
African	ACB	f	0.5	0.497017892644135	975
Native_American	ACB	m	0	0	975
European	ACB	m	0.12	0.120724346076459	975
African	ACB	m	0.377	0.379275653923541	975
Native_American	ASW	f	0.024	0.0244399185336049	975
European	ASW	f	0.073	0.0743380855397149	975
African	ASW	f	0.394	0.40122199592668	975
Native_American	ASW	m	0	0	975
European	ASW	m	0.128	0.12573673870334	975
African	ASW	m	0.381	0.37426326129666	975
Native_American	CLM	f	0.273	0.330508474576271	975
European	CLM	f	0.139	0.168280871670702	975
African	CLM	f	0.001	0.00121065375302663	975
Native_American	CLM	m	0	0	975
European	CLM	m	0.49	0.417376490630324	975
African	CLM	m	0.097	0.0826235093696763	975
Native_American	MXL	f	0.464	0.480331262939959	975
European	MXL	f	0.017	0.0175983436853002	975
African	MXL	f	0.002	0.0020703933747412	975
Native_American	MXL	m	0	0	975
European	MXL	m	0.476	0.461240310077519	975
African	MXL	m	0.04	0.0387596899224806	975
Native_American	PEL	f	0.49	0.470249520153551	975
European	PEL	f	0	0	975
African	PEL	f	0.031	0.0297504798464491	975
Native_American	PEL	m	0.276	0.288100208768267	975
European	PEL	m	0.203	0.211899791231733	975
African	PEL	m	0	0	975
Native_American	PUR	f	0.135	0.152370203160271	975
European	PUR	f	0.226	0.255079006772009	975
African	PUR	f	0.082	0.0925507900677201	975
Native_American	PUR	m	0	0	975
European	PUR	m	0.5	0.448028673835125	975
African	PUR	m	0.058	0.0519713261648745	975
Native_American	ACB	f	0.002	0.00199203187250996	976
European	ACB	f	0	0	976
African	ACB	f	0.5	0.49800796812749	976
Native_American	ACB	m	0	0	976
European	ACB	m	0.126	0.126506024096386	976
African	ACB	m	0.372	0.373493975903614	976
Native_American	ASW	f	0.014	0.0159453302961276	976
European	ASW	f	0.045	0.05125284738041	976
African	ASW	f	0.38	0.432801822323462	976
Native_American	ASW	m	0	0	976
European	ASW	m	0.147	0.130782918149466	976
African	ASW	m	0.415	0.369217081850534	976
Native_American	CLM	f	0.257	0.257	976
European	CLM	f	0.16	0.16	976
African	CLM	f	0.083	0.083	976
Native_American	CLM	m	0	0	976
European	CLM	m	0.5	0.5	976
African	CLM	m	0	0	976
Native_American	MXL	f	0.466	0.48744769874477	976
European	MXL	f	0	0	976
African	MXL	f	0.012	0.0125523012552301	976
Native_American	MXL	m	0	0	976
European	MXL	m	0.492	0.470363288718929	976
African	MXL	m	0.031	0.0296367112810707	976
Native_American	PEL	f	0.5	0.470809792843691	976
European	PEL	f	0	0	976
African	PEL	f	0.031	0.0291902071563089	976
Native_American	PEL	m	0.245	0.26063829787234	976
European	PEL	m	0.22	0.234042553191489	976
African	PEL	m	0.005	0.00531914893617021	976
Native_American	PUR	f	0.131	0.145555555555556	976
European	PUR	f	0.245	0.272222222222222	976
African	PUR	f	0.074	0.0822222222222222	976
Native_American	PUR	m	0	0	976
European	PUR	m	0.5	0.454545454545455	976
African	PUR	m	0.05	0.0454545454545455	976
Native_American	ACB	f	0.001	0.000998003992015968	977
European	ACB	f	0	0	977
African	ACB	f	0.5	0.499001996007984	977
Native_American	ACB	m	0	0	977
European	ACB	m	0.13	0.130522088353414	977
African	ACB	m	0.368	0.369477911646586	977
Native_American	ASW	f	0.044	0.0439121756487026	977
European	ASW	f	0.094	0.093812375249501	977
African	ASW	f	0.363	0.362275449101796	977
Native_American	ASW	m	0.01	0.0100200400801603	977
European	ASW	m	0.111	0.11122244488978	977
African	ASW	m	0.378	0.37875751503006	977
Native_American	CLM	f	0.261	0.261523046092184	977
European	CLM	f	0.168	0.168336673346693	977
African	CLM	f	0.07	0.0701402805611222	977
Native_American	CLM	m	0	0	977
European	CLM	m	0.5	0.5	977
African	CLM	m	0	0	977
Native_American	MXL	f	0.455	0.483014861995754	977
European	MXL	f	0	0	977
African	MXL	f	0.016	0.0169851380042463	977
Native_American	MXL	m	0	0	977
European	MXL	m	0.498	0.47069943289225	977
African	MXL	m	0.031	0.0293005671077505	977
Native_American	PEL	f	0.5	0.478011472275335	977
European	PEL	f	0	0	977
African	PEL	f	0.023	0.0219885277246654	977
Native_American	PEL	m	0.237	0.248427672955975	977
European	PEL	m	0.229	0.240041928721174	977
African	PEL	m	0.011	0.0115303983228512	977
Native_American	PUR	f	0.122	0.141203703703704	977
European	PUR	f	0.266	0.30787037037037	977
African	PUR	f	0.044	0.0509259259259259	977
Native_American	PUR	m	0	0	977
European	PUR	m	0.473	0.41637323943662	977
African	PUR	m	0.095	0.0836267605633803	977
Native_American	ACB	f	0.002	0.00199203187250996	978
European	ACB	f	0	0	978
African	ACB	f	0.5	0.49800796812749	978
Native_American	ACB	m	0	0	978
European	ACB	m	0.12	0.120481927710843	978
African	ACB	m	0.378	0.379518072289157	978
Native_American	ASW	f	0.009	0.00974025974025974	978
European	ASW	f	0.026	0.0281385281385281	978
African	ASW	f	0.427	0.462121212121212	978
Native_American	ASW	m	0	0	978
European	ASW	m	0.162	0.150557620817844	978
African	ASW	m	0.376	0.349442379182156	978
Native_American	CLM	f	0.271	0.289529914529915	978
European	CLM	f	0.153	0.163461538461538	978
African	CLM	f	0.044	0.047008547008547	978
Native_American	CLM	m	0	0	978
European	CLM	m	0.5	0.469924812030075	978
African	CLM	m	0.032	0.0300751879699248	978
Native_American	MXL	f	0.409	0.408183632734531	978
European	MXL	f	0.075	0.0748502994011976	978
African	MXL	f	0.017	0.0169660678642715	978
Native_American	MXL	m	0.091	0.0911823647294589	978
European	MXL	m	0.388	0.38877755511022	978
African	MXL	m	0.02	0.0200400801603206	978
Native_American	PEL	f	0.5	0.491159135559921	978
European	PEL	f	0	0	978
African	PEL	f	0.009	0.00884086444007859	978
Native_American	PEL	m	0.281	0.286150712830957	978
European	PEL	m	0.196	0.19959266802444	978
African	PEL	m	0.014	0.0142566191446029	978
Native_American	PUR	f	0.126	0.126	978
European	PUR	f	0.239	0.239	978
African	PUR	f	0.135	0.135	978
Native_American	PUR	m	0	0	978
European	PUR	m	0.5	0.5	978
African	PUR	m	0	0	978
Native_American	ACB	f	0.001	0.000998003992015968	979
European	ACB	f	0	0	979
African	ACB	f	0.5	0.499001996007984	979
Native_American	ACB	m	0	0	979
European	ACB	m	0.105	0.105421686746988	979
African	ACB	m	0.393	0.394578313253012	979
Native_American	ASW	f	0.03	0.0311850311850312	979
European	ASW	f	0.048	0.0498960498960499	979
African	ASW	f	0.403	0.418918918918919	979
Native_American	ASW	m	0	0	979
European	ASW	m	0.162	0.15606936416185	979
African	ASW	m	0.357	0.34393063583815	979
Native_American	CLM	f	0.267	0.287096774193548	979
European	CLM	f	0.164	0.176344086021505	979
African	CLM	f	0.034	0.0365591397849462	979
Native_American	CLM	m	0	0	979
European	CLM	m	0.478	0.446728971962617	979
African	CLM	m	0.057	0.0532710280373832	979
Native_American	MXL	f	0.361	0.360279441117764	979
European	MXL	f	0.14	0.139720558882236	979
African	MXL	f	0	0	979
Native_American	MXL	m	0.117	0.117234468937876	979
European	MXL	m	0.342	0.342685370741483	979
African	MXL	m	0.04	0.0400801603206413	979
Native_American	PEL	f	0.5	0.477099236641221	979
European	PEL	f	0	0	979
African	PEL	f	0.024	0.0229007633587786	979
Native_American	PEL	m	0.259	0.272058823529412	979
European	PEL	m	0.217	0.227941176470588	979
African	PEL	m	0	0	979
Native_American	PUR	f	0.13	0.129740518962076	979
European	PUR	f	0.236	0.235528942115768	979
African	PUR	f	0.135	0.134730538922156	979
Native_American	PUR	m	0	0	979
European	PUR	m	0.5	0.5	979
African	PUR	m	0	0	979
Native_American	ACB	f	0.003	0.00298210735586481	980
European	ACB	f	0	0	980
African	ACB	f	0.5	0.497017892644135	980
Native_American	ACB	m	0	0	980
European	ACB	m	0.122	0.122736418511066	980
African	ACB	m	0.375	0.377263581488934	980
Native_American	ASW	f	0.027	0.0269461077844311	980
European	ASW	f	0.072	0.0718562874251497	980
African	ASW	f	0.402	0.401197604790419	980
Native_American	ASW	m	0.008	0.00801603206412826	980
European	ASW	m	0.12	0.120240480961924	980
African	ASW	m	0.371	0.371743486973948	980
Native_American	CLM	f	0.272	0.284518828451883	980
European	CLM	f	0.154	0.161087866108787	980
African	CLM	f	0.052	0.0543933054393305	980
Native_American	CLM	m	0	0	980
European	CLM	m	0.5	0.478927203065134	980
African	CLM	m	0.022	0.0210727969348659	980
Native_American	MXL	f	0.458	0.459839357429719	980
European	MXL	f	0.033	0.0331325301204819	980
African	MXL	f	0.007	0.0070281124497992	980
Native_American	MXL	m	0.012	0.0119521912350598	980
European	MXL	m	0.454	0.452191235059761	980
African	MXL	m	0.036	0.0358565737051793	980
Native_American	PEL	f	0.5	0.476190476190476	980
European	PEL	f	0	0	980
African	PEL	f	0.025	0.0238095238095238	980
Native_American	PEL	m	0.25	0.262605042016807	980
European	PEL	m	0.226	0.237394957983193	980
African	PEL	m	0	0	980
Native_American	PUR	f	0.13	0.145089285714286	980
European	PUR	f	0.23	0.256696428571429	980
African	PUR	f	0.088	0.0982142857142857	980
Native_American	PUR	m	0	0	980
European	PUR	m	0.5	0.452898550724638	980
African	PUR	m	0.052	0.0471014492753623	980
Native_American	ACB	f	0.002	0.00205338809034908	981
European	ACB	f	0.002	0.00205338809034908	981
African	ACB	f	0.483	0.495893223819302	981
Native_American	ACB	m	0	0	981
European	ACB	m	0.111	0.108187134502924	981
African	ACB	m	0.402	0.391812865497076	981
Native_American	ASW	f	0.015	0.0149700598802395	981
European	ASW	f	0.053	0.0528942115768463	981
African	ASW	f	0.433	0.432135728542914	981
Native_American	ASW	m	0.02	0.0200400801603206	981
European	ASW	m	0.148	0.148296593186373	981
African	ASW	m	0.331	0.331663326653307	981
Native_American	CLM	f	0.262	0.287280701754386	981
European	CLM	f	0.153	0.167763157894737	981
African	CLM	f	0.041	0.0449561403508772	981
Native_American	CLM	m	0	0	981
European	CLM	m	0.5	0.460405156537753	981
African	CLM	m	0.043	0.0395948434622468	981
Native_American	MXL	f	0.484	0.48496993987976	981
European	MXL	f	0	0	981
African	MXL	f	0.015	0.0150300601202405	981
Native_American	MXL	m	0.01	0.0099601593625498	981
European	MXL	m	0.467	0.465139442231076	981
African	MXL	m	0.025	0.0249003984063745	981
Native_American	PEL	f	0.5	0.478927203065134	981
European	PEL	f	0	0	981
African	PEL	f	0.022	0.0210727969348659	981
Native_American	PEL	m	0.229	0.239539748953975	981
European	PEL	m	0.239	0.25	981
African	PEL	m	0.01	0.0104602510460251	981
Native_American	PUR	f	0.139	0.140688259109312	981
European	PUR	f	0.231	0.233805668016194	981
African	PUR	f	0.124	0.125506072874494	981
Native_American	PUR	m	0	0	981
European	PUR	m	0.5	0.494071146245059	981
African	PUR	m	0.006	0.00592885375494071	981
Native_American	ACB	f	0.003	0.00303030303030303	982
European	ACB	f	0.017	0.0171717171717172	982
African	ACB	f	0.475	0.47979797979798	982
Native_American	ACB	m	0	0	982
European	ACB	m	0.095	0.0940594059405941	982
African	ACB	m	0.41	0.405940594059406	982
Native_American	ASW	f	0.025	0.02465483234714	982
European	ASW	f	0	0	982
African	ASW	f	0.482	0.47534516765286	982
Native_American	ASW	m	0.037	0.037525354969574	982
European	ASW	m	0.197	0.199797160243408	982
African	ASW	m	0.259	0.262677484787018	982
Native_American	CLM	f	0.245	0.276523702031603	982
European	CLM	f	0.163	0.183972911963883	982
African	CLM	f	0.035	0.0395033860045147	982
Native_American	CLM	m	0	0	982
European	CLM	m	0.5	0.449640287769784	982
African	CLM	m	0.056	0.0503597122302158	982
Native_American	MXL	f	0.45	0.45	982
European	MXL	f	0.04	0.04	982
African	MXL	f	0.01	0.01	982
Native_American	MXL	m	0.031	0.031	982
European	MXL	m	0.432	0.432	982
African	MXL	m	0.037	0.037	982
Native_American	PEL	f	0.477	0.478915662650602	982
European	PEL	f	0	0	982
African	PEL	f	0.021	0.0210843373493976	982
Native_American	PEL	m	0.285	0.283864541832669	982
European	PEL	m	0.217	0.216135458167331	982
African	PEL	m	0	0	982
Native_American	PUR	f	0.134	0.153669724770642	982
European	PUR	f	0.232	0.26605504587156	982
African	PUR	f	0.07	0.0802752293577982	982
Native_American	PUR	m	0	0	982
European	PUR	m	0.492	0.435398230088496	982
African	PUR	m	0.073	0.0646017699115044	982
Native_American	ACB	f	0.004	0.00398406374501992	983
European	ACB	f	0	0	983
African	ACB	f	0.498	0.49601593625498	983
Native_American	ACB	m	0	0	983
European	ACB	m	0.121	0.1214859437751	983
African	ACB	m	0.377	0.3785140562249	983
Native_American	ASW	f	0.015	0.0162337662337662	983
European	ASW	f	0.092	0.0995670995670996	983
African	ASW	f	0.355	0.384199134199134	983
Native_American	ASW	m	0	0	983
European	ASW	m	0.09	0.0836431226765799	983
African	ASW	m	0.448	0.41635687732342	983
Native_American	CLM	f	0.266	0.273100616016427	983
European	CLM	f	0.154	0.158110882956879	983
African	CLM	f	0.067	0.0687885010266941	983
Native_American	CLM	m	0	0	983
European	CLM	m	0.5	0.487329434697856	983
African	CLM	m	0.013	0.0126705653021443	983
Native_American	MXL	f	0.453	0.46319018404908	983
European	MXL	f	0.024	0.0245398773006135	983
African	MXL	f	0.012	0.0122699386503067	983
Native_American	MXL	m	0	0	983
European	MXL	m	0.48	0.469667318982387	983
African	MXL	m	0.031	0.0303326810176125	983
Native_American	PEL	f	0.431	0.458510638297872	983
European	PEL	f	0.013	0.0138297872340426	983
